RCP45__MIDYEAR__CONCENTRATIONS____________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"CONTENT:           CMIP5 RECOMMENDATIONS FOR ANNUAL AVERAGE, GLOBAL MEAN CONCENTRATIONS.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RUN:               RCP4.5, FINAL RELEASE, 26 Nov. 2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RCP4.5 CONTACT:    MiniCAM group, Allison Thomson (Allison.Thomson@pnl.gov)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DATE:              26/11/2009 09:00:37  (updated description, 30 May 2010)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"MAGICC-VERSION:    6.3.09, 25 November 2009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FILE PRODUCED BY:  RCP Concentration Calculation & Data Group, M. Meinshausen, S. Smith, K. Riahi, D. van Vuuren",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"DOCUMENTATION:     M. Meinshausen, S. Smith et al. (2011) ""The RCP GHG concentrations and their extension from 1765 to 2300"", DOI 10.1007/s10584-011-0156-z, Climatic Change.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CMIP5 INFO:        http://cmip-pcmdi.llnl.gov/cmip5/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RCP DATABASE:      http://www.iiasa.ac.at/web-apps/tnt/RcpDb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"FURTHER INFO:      For data sources, aknowledgements and further information, see http://www.pik-potsdam.de/~mmalte/rcps",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTE:              RCP4.5 starts 2005; 20th century data and earlier is provided for convenience.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COLUMN_DESCRIPTION________________________________________,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1. CO2EQ            - (For Information only, not CMIP5 recommendation) CO2 equivalence concentrations using CO2 radiative forcing relationship Q = 3.71/ln(2)*ln(C/278), aggregating all (efficacy-adjusted) anthropogenic forcings, including greenhouse gases listed below (i.e. columns 3,4,5 and 8-35), and aerosols, trop. ozone etc. (not listed below).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2. KYOTO-CO2EQ      - (For information only, not CMIP5 recommendation) As column 1, but only aggregating greenhouse gases controlled under the Kyoto Protocol (columns 3,4,5 and 8-19).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3. CO2              - Atmospheric CO2 concentrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4. CH4              - Atmospheric CH4 concentrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5. N2O              - Atmospheric N2O concentrations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"6. FGASSUMHFC134AEQ - All flourinated gases controlled under the Kyoto Protocol, i.e. HFCs, PFCs, and SF6 (columns 8-19) expressed as HFC134a equivalence concentrations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"7. MHALOSUMCFC12EQ  - All flourinated gases controlled under the Montreal Protocol, i.e. CFCs, HCFCs, Halons, CCl4, CH3Br, CH3Cl (columns 20-35) expressed as CFC-12 equivalence concentrations.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8. - 19.            - Flourinated Gases controlled under the Kyoto Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20. - 35.           - Ozone Depleting Substances controlled under the Montreal Protocol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
